turns,victory_status,winner,white_rating,black_rating,opening_name,opening_ply,increment_code
61,resign,black,1500,1298,Queen's Pawn Game: Zukertort Variation,3,10+2
33,mate,white,1323,1318,Queen's Pawn Game #2,3,5+5
29,resign,white,1457,1327,King's Pawn Game: Leonardis Variation,3,5+8
50,resign,black,1289,1275,Polish Opening,1,20+0
39,mate,white,1189,1410,Caro-Kann Defense,2,9+0
96,resign,black,1189,1366,Bishop's Opening,3,20+15
86,resign,black,1367,1208,Grob Opening,1,150+3
30,outoftime,black,1367,1208,Kadas Opening,1,5+8
25,mate,white,1505,1229,Nimzowitsch Defense,2,12+0
15,resign,white,1161,1244,Zukertort Opening: Slav Invitation,2,180+8
20,resign,black,1161,1465,King's Pawn Game: Wayward Queen Attack,3,8+0
21,mate,white,2022,1162,King's Gambit,3,30+5
17,resign,white,1465,1189,King's Pawn,1,15+5
45,mate,white,1292,1422,Nimzo-Larsen Attack: English Variation,2,1+13
71,mate,white,2054,1977,Sicilian Defense: Godiva Variation,8,15+0
81,resign,white,1696,2054,Slav Defense: Quiet Variation,7,15+0
68,resign,black,2054,1626,Center Game: Normal Variation,6,15+0
4,outoftime,black,2104,2081,Bird Opening: Williams Gambit,3,0+16
37,resign,white,2098,2279,Zukertort Opening: Tennison Gambit,3,0+16
39,draw,draw,2002,2302,French Defense: Knight Variation,3,0+16
23,mate,white,2276,2111,Three Knights Opening,5,0+16
33,resign,white,1500,2352,Mieses Opening,1,0+16
90,mate,black,1305,2318,Slav Defense: Bonet Gambit,7,8+0
27,outoftime,white,1591,1348,Bishop's Opening,3,6+3
19,resign,white,1531,1354,Bishop's Opening,3,10+0
23,resign,white,1337,1567,Ruy Lopez,5,10+0
53,resign,black,1349,1308,Sicilian Defense: Closed Variation,3,10+0
28,outoftime,black,1354,1337,Italian Game: Giuoco Pianissimo ,8,10+0
14,resign,black,1345,1471,Sicilian Defense: Closed Variation ,4,10+0
26,resign,black,1352,1503,Sicilian Defense: Closed Variation,3,10+0
45,resign,white,1336,1364,Giuoco Piano,6,12+5
39,resign,white,1527,1371,Ruy Lopez: Classical Variation,6,15+5
35,outoftime,white,1572,1376,Queen's Pawn Game: Symmetrical Variation ,5,6+5
34,mate,black,1382,1567,King's Pawn Game: Nimzowitsch Defense,3,6+5
34,resign,white,1372,1395,Ruy Lopez: Berlin Defense ,8,15+0
61,outoftime,white,1412,1406,Italian Game: Two Knights Defense ,11,10+0
26,resign,black,1414,1557,Alekhine Defense #3,7,10+3
41,resign,white,1398,1515,Nimzowitsch Defense: Scandinavian Variation ,5,10+5
18,resign,black,1415,1437,French Defense #2,2,6+7
46,mate,black,1421,1630,Ruy Lopez: Morphy Defense ,9,20+0
75,mate,white,1624,1427,Bishop's Opening,3,20+0
48,resign,black,1439,1422,Philidor Defense #2,4,10+0
14,resign,black,1454,1427,Nimzo-Larsen Attack: Modern Variation #4,5,10+0
33,mate,white,1413,1441,Pirc Defense #4,2,10+0
42,mate,black,1444,1400,Scotch Game,5,10+0
37,resign,white,1518,1408,Giuoco Piano,6,10+0
101,mate,white,1394,1442,Ruy Lopez,5,10+0
51,mate,white,1380,1418,Ware Defense,2,10+0
22,mate,black,1500,1369,Four Knights Game: Italian Variation,8,10+5
45,mate,white,1770,1372,Indian Game: Budapest Defense,4,30+0
42,resign,black,1374,1848,Caro-Kann Defense: Advance Variation,5,15+30
35,outoftime,white,1457,1384,Queen's Pawn Game: Colle System ,6,5+5
42,mate,black,1480,1368,Nimzowitsch Defense: Kennedy Variation ,5,5+5
31,draw,draw,1313,1370,Ruy Lopez: Classical Variation,6,15+4
47,resign,white,1359,1323,Philidor Defense #2,4,15+4
28,outoftime,black,1361,1755,Italian Game: Evans Gambit ,10,5+5
39,mate,white,1752,1363,Four Knights Game: Italian Variation,8,5+5
54,resign,black,1373,1464,Sicilian Defense: Closed Variation,3,10+5
86,resign,black,1373,2007,Four Knights Game: Italian Variation,7,10+0
62,draw,draw,1197,1379,Giuoco Piano,6,10+0
20,outoftime,black,1382,1748,Caro-Kann Defense: Classical Variation,8,30+0
136,resign,black,1778,1360,Budapest Defense: Adler Variation,7,30+2
55,resign,white,1547,1366,Italian Game: Giuoco Pianissimo ,8,7+3
38,resign,white,1279,1408,Four Knights Game: Spanish Variation,7,5+5
34,mate,black,1599,1473,Italian Game: Two Knights Defense,6,10+0
33,resign,white,1497,1500,French Defense #2,2,8+0
105,resign,white,1631,1563,Italian Game: Giuoco Pianissimo,7,10+0
56,mate,black,1500,1563,Queen's Pawn Game: Mason Attack,3,20+8
29,resign,white,1563,1500,King's Knight Opening: Normal Variation,4,20+8
42,outoftime,black,1500,1563,Bishop's Opening,3,7+8
49,mate,white,1952,1563,Ruy Lopez,5,9+0
23,resign,white,1352,1298,Three Knights Opening #2,6,0+15
26,resign,black,1421,1563,Center Game #2,3,5+8
71,mate,white,1485,1352,Scotch Game,7,3+8
113,outoftime,white,1563,1445,Four Knights Game: Gunsberg Variation,7,20+0
62,outoftime,black,1223,1563,King's Pawn Game: Napoleon Attack,3,5+7
84,resign,white,1702,1375,Queen's Gambit Accepted: Old Variation,5,10+2
102,draw,draw,1430,1667,Bird Opening: From's Gambit,2,180+180
63,outoftime,white,1394,1228,Queen's Gambit Refused: Marshall Defense,4,5+5
86,outoftime,black,1511,1500,King's Pawn Game: Wayward Queen Attack,3,5+15
120,outoftime,black,2016,2000,Zukertort Opening: Black Mustang Defense,2,10+0
101,mate,white,2006,1960,Zukertort Opening: Queen's Gambit Invitation,2,10+0
59,resign,white,2043,2017,Queen's Pawn Game: Torre Attack ,10,10+0
120,resign,black,1600,2015,Modern Defense,2,10+0
64,mate,black,1806,2009,Modern Defense: Bishop Attack,5,10+0
79,outoftime,white,2000,1920,Zukertort Opening: Kingside Fianchetto,2,10+0
49,mate,white,1999,1487,Reti Opening #2,2,10+0
33,resign,white,1988,2010,Zukertort Opening: Queen's Gambit Invitation,2,10+0
32,resign,black,1927,1978,Robatsch (Modern) Defense,4,10+0
40,mate,black,1958,1967,Polish Opening,1,10+0
65,resign,white,1955,1969,Reti Opening #2,2,10+0
29,resign,black,1970,1853,King's Indian Attack,3,10+0
152,draw,draw,1850,1974,Bird Opening: Dutch Variation,2,10+0
130,mate,black,1989,1891,Zukertort Opening: Queen's Gambit Invitation,2,10+0
46,mate,black,1948,1978,Alekhine Defense: Maroczy Variation,3,10+0
84,mate,black,1873,1970,Vienna Game: Stanley Variation ,6,10+0
144,resign,black,1987,1797,Zukertort Opening: Queenside Fianchetto Variation,2,10+0
58,mate,black,1670,1984,Robatsch (Modern) Defense,4,10+0
68,mate,black,1880,1975,Russian Game: French Attack,9,10+0
61,mate,white,1968,1809,Zukertort Opening: Pirc Invitation,2,10+0
49,mate,white,1956,1992,English Opening: Symmetrical Variation ,13,10+0
48,resign,white,1951,1718,King's Indian Attack,4,10+0
73,resign,white,1942,1845,Queen's Pawn Game: Chigorin Variation,4,10+0
104,resign,black,1853,1933,Pirc Defense: Classical Variation,8,10+0
19,resign,white,1923,1862,King's Indian Attack,3,10+0
33,resign,white,1915,1794,King's Indian Attack,3,10+0
74,outoftime,black,1160,1915,Indian Game: Omega Gambit,3,10+0
85,resign,white,2098,1920,Modern Defense: Bishop Attack,5,10+0
114,outoftime,black,1846,1910,Indian Game,2,10+0
13,resign,white,1904,1752,King's Indian Attack,4,10+0
59,resign,white,1890,1959,Zukertort Opening: Dutch Variation,2,10+0
33,resign,white,1895,1760,King's Indian Attack: Symmetrical Defense,4,10+0
30,resign,black,1719,1907,Alekhine Defense: Two Pawn Attack,5,10+0
30,resign,white,1900,1725,English Opening: Agincourt Defense #3,3,10+0
69,resign,white,1890,1846,Queen's Pawn Game: Chigorin Variation,4,10+0
110,outoftime,black,1856,1878,Modern Defense: Bishop Attack,5,10+0
86,outoftime,black,1746,1870,Indian Game: London System,5,10+0
40,mate,black,1121,1355,English Opening: King's English Variation,2,30+10
29,mate,white,1208,1500,King's Pawn Game: Damiano Defense,4,15+15
64,mate,black,1383,1226,Mikenas Defense,2,10+0
57,mate,white,1339,1500,King's Pawn Game: Wayward Queen Attack,3,5+17
26,resign,black,1290,975,King's Pawn Game: Beyer Gambit,4,15+0
11,draw,draw,950,1297,Gedult's Opening,1,15+0
21,mate,white,1794,951,Queen's Pawn Game: Mason Attack,3,30+5
52,mate,black,951,1793,Van't Kruijs Opening,1,30+5
16,resign,white,1496,954,Queen's Pawn Game,2,180+0
23,resign,white,1488,957,French Defense: Steinitz Attack,3,5+8
3,resign,white,1146,996,French Defense: Normal Variation,3,10+0
50,mate,black,992,1318,Nimzo-Larsen Attack,1,2+10
63,resign,white,1434,1041,King's Gambit Accepted ,6,15+15
26,resign,white,1659,1044,Bishop's Opening: Boi Variation,4,5+7
53,mate,white,1518,1050,Philidor Defense,5,5+8
61,resign,black,1068,1304,Van't Kruijs Opening,1,6+6
19,resign,white,1298,1092,Russian Game: Three Knights Game,5,6+6
68,resign,black,1133,1218,Mieses Opening,1,7+6
15,resign,white,1216,1191,Queen's Pawn,1,5+25
29,mate,white,1777,1197,Italian Game: Giuoco Pianissimo ,9,10+0
12,resign,black,895,1164,Scandinavian Defense: Mieses-Kotroc Variation,4,180+180
36,resign,black,871,1006,Portuguese Opening,3,13+14
19,resign,black,957,1058,French Defense #2,2,5+5
57,mate,white,1334,880,King's Pawn Game: Leonardis Variation,3,11+4
3,resign,black,1392,1914,Sicilian Defense: Kronberger Variation,3,7+2
50,mate,black,1500,1392,Indian Game,2,10+20
123,mate,white,1392,1500,Scandinavian Defense,2,180+180
68,mate,black,1500,1669,Queen's Pawn Game: Chigorin Variation,4,10+0
51,resign,white,1761,1515,Queen's Pawn Game: Levitsky Attack,3,10+5
33,resign,white,1499,1268,Center Game #2,3,10+5
87,resign,white,1491,1367,St. George Defense,4,10+5
42,outoftime,black,1502,1736,Sicilian Defense: Smith-Morra Gambit,5,10+5
83,mate,white,1495,1342,King's Pawn Game: Beyer Gambit,4,10+5
45,outoftime,white,1504,1585,Danish Gambit Accepted,9,10+5
47,resign,white,1502,1128,Nimzowitsch Defense: Kennedy Variation ,5,10+5
34,mate,black,1497,1521,Owen Defense,2,10+5
108,outoftime,black,1504,1606,Sicilian Defense: Smith-Morra Gambit,5,10+5
70,resign,black,1508,1796,Danish Gambit,5,10+5
49,resign,white,1496,1507,Danish Gambit,5,10+5
68,resign,black,1507,1532,Center Game #2,3,10+5
35,mate,white,1488,1698,Danish Gambit Accepted,9,10+5
61,outoftime,white,1479,1398,Center Game #2,3,10+5
64,resign,white,1475,1165,French Defense: Normal Variation,3,10+5
28,resign,white,1469,1273,Center Game #2,3,10+5
57,mate,white,1448,1748,Danish Gambit Accepted ,10,10+5
90,mate,black,1454,1663,Danish Gambit Accepted ,10,10+5
17,resign,white,1440,1480,Center Game #2,3,10+5
84,mate,black,1452,1463,Sicilian Defense: Smith-Morra Gambit Accepted ,12,10+5
41,resign,white,1420,1420,Robatsch (Modern) Defense,4,10+5
68,mate,black,1432,1454,Center Game #2,3,10+5
53,outoftime,white,1414,1550,Danish Gambit Accepted ,10,10+5
94,resign,black,1428,1394,Nimzowitsch Defense: Kennedy Variation ,5,10+5
15,mate,white,1421,1236,Center Game #2,3,10+5
54,resign,black,1426,1929,Caro-Kann Defense #2,4,10+5
60,resign,white,1409,1570,King's Pawn Game: Beyer Gambit,4,10+5
41,mate,white,1406,1035,Danish Gambit,5,10+5
41,mate,white,1401,1111,Danish Gambit Accepted,9,10+5
60,mate,black,1398,1293,Sicilian Defense: Smith-Morra Gambit Declined ,6,10+5
23,resign,black,1399,1630,Danish Gambit,5,10+5
169,mate,white,1379,1563,Danish Gambit Accepted ,10,10+5
44,resign,black,1382,1778,Danish Gambit,5,10+5
30,resign,black,1387,1623,Danish Gambit Accepted,9,10+5
43,resign,white,1379,1228,Center Game #2,3,10+5
40,resign,black,1387,1547,King's Pawn,1,10+5
46,mate,black,1411,1584,Scandinavian Defense,2,10+5
31,mate,white,1393,1483,Danish Gambit Accepted,9,10+5
118,outoftime,black,1404,1499,Danish Gambit,5,10+5
29,outoftime,white,1555,1500,Horwitz Defense,2,10+0
35,resign,white,1564,1503,Scandinavian Defense: Mieses-Kotroc Variation,4,45+0
93,resign,white,1465,1416,Guatemala Defense,4,5+5
92,resign,black,1426,1436,Hungarian Opening: Indian Defense,2,5+5
112,resign,black,1473,1414,Owen Defense,2,5+5
74,mate,black,1424,1440,Hungarian Opening: Indian Defense,2,5+5
28,resign,black,1486,1412,Scandinavian Defense: Mieses-Kotroc Variation,4,5+5
39,resign,white,1398,1544,Hungarian Opening,1,5+5
73,mate,white,1511,1405,Owen Defense,2,5+5
88,resign,black,1679,1342,Scandinavian Defense: Mieses-Kotroc Variation,4,5+8
36,mate,black,1462,1500,Scandinavian Defense,2,5+5
99,outoftime,white,1602,1424,Pirc Defense #5,3,15+1
138,outoftime,black,1500,1791,King's Gambit Accepted ,6,25+30
70,resign,black,1700,1675,Queen's Pawn Game: Steinitz Countergambit,4,7+4
56,resign,black,1711,1652,Queen's Pawn Game: Mason Attack,3,7+4
64,resign,black,1722,1723,Queen's Pawn Game: Mason Attack,3,7+4
131,resign,black,1734,1710,Sicilian Defense: French Variation,4,7+4
81,mate,white,1704,1551,Indian Game,2,7+4
54,resign,black,1713,1768,Indian Game,2,12+0
94,resign,white,1701,1758,Queen's Pawn Game: Steinitz Countergambit,4,12+0
46,resign,black,1713,1668,Indian Game,2,7+15
57,resign,white,1703,1678,Modern Defense,2,7+15
56,resign,white,1695,1600,Modern Defense,2,7+15
54,mate,black,1709,1610,Horwitz Defense,2,7+15
45,resign,white,1700,1620,Indian Game,2,7+15
62,resign,black,1629,1691,Indian Game: Seirawan Attack,5,7+15
140,mate,black,1705,1616,Indian Game,2,7+15
67,mate,white,1781,1715,Sicilian Defense: Franco-Sicilian Variation,6,7+15
27,resign,black,1724,1771,Indian Game,2,7+15
87,mate,white,1720,1481,Horwitz Defense,2,7+15
88,resign,black,1734,1634,Queen's Pawn Game: Steinitz Countergambit,4,7+15
39,resign,white,1719,1856,Horwitz Defense,2,7+15
77,resign,white,1458,1738,Queen's Pawn Game: Zukertort Variation,3,10+3
78,resign,white,1728,1689,Dutch Defense,2,10+3
32,resign,white,1717,1699,Queen's Pawn Game: Mason Attack,3,10+3
40,resign,black,1710,1705,Sicilian Defense: Delayed Alapin Variation,5,10+3
134,draw,draw,1705,1710,Queen's Pawn Game: Steinitz Countergambit,4,10+3
89,resign,white,1446,1725,Sicilian Defense: French Variation,4,7+5
78,resign,white,1721,1450,Queen's Pawn,1,7+5
83,resign,white,1709,1695,Indian Game,2,7+5
60,resign,white,1697,1718,Queen's Pawn Game: Mason Attack,3,7+5
80,resign,white,1689,1578,Englund Gambit,2,7+5
127,draw,draw,1691,1626,Queen's Pawn Game: Mason Attack,3,7+5
43,resign,white,1681,1733,Queen's Pawn,1,7+5
46,resign,black,1685,1946,Indian Game,2,7+5
89,mate,white,1682,1350,Horwitz Defense,2,7+5
90,resign,black,1697,1546,Modern Defense,2,7+5
64,resign,black,1714,1553,Modern Defense,2,7+5
81,resign,white,1699,1809,Dutch Defense,2,7+5
55,resign,white,1693,1521,Horwitz Defense,2,7+5
99,resign,white,1680,1713,Queen's Pawn Game: Mason Attack,3,7+5
79,mate,white,1674,1491,Modern Defense,2,7+5
161,draw,draw,1846,1669,Queen's Pawn Game #2,3,5+10
48,resign,black,1675,1858,Indian Game,2,8+2
12,resign,black,1551,1667,Italian Game: Anti-Fried Liver Defense,6,7+5
60,resign,white,1662,1408,Englund Gambit,2,7+5
40,resign,white,1651,1629,Queen's Pawn Game: Mason Attack,3,7+5
107,draw,draw,1663,1300,Queen's Pawn Game: Mason Attack,3,7+5
101,mate,white,1655,1518,Queen's Pawn Game: Mason Attack,3,7+5
51,mate,white,1381,1583,Caro-Kann Defense: Hillbilly Attack,3,5+5
144,resign,black,1749,1716,Four Knights Game: Italian Variation,8,7+2
22,resign,black,1551,1697,Bishop's Opening: Berlin Defense,4,7+2
49,resign,white,1685,1390,King's Pawn Game: Maroczy Defense,4,7+2
37,mate,white,1735,1500,French Defense: Normal Variation,3,7+2
116,mate,black,1766,1826,Semi-Slav Defense: Accelerated Move Order,6,7+2
30,resign,black,1425,1754,Owen Defense,2,7+2
57,resign,black,1799,1500,Owen Defense,2,7+2
65,resign,white,1760,1711,Philidor Defense #2,4,7+2
20,resign,black,1723,1706,French Defense: Advance Variation,8,7+2
57,resign,white,1710,1777,Sicilian Defense: Staunton-Cochrane Variation,3,7+2
67,resign,white,1750,1500,Polish Defense,2,7+2
31,resign,white,1383,1500,Scandinavian Defense: Mieses-Kotroc Variation,4,5+8
52,mate,black,1277,1342,Bird Opening: Dutch Variation,2,10+0
47,resign,white,1342,1299,Queen's Pawn Game: Zukertort Variation,3,20+60
47,resign,black,1357,904,French Defense: Normal Variation,3,10+5
11,resign,white,1341,1259,Queen's Pawn Game,2,10+0
102,mate,black,1280,1341,Queen's Pawn Game: Zukertort Variation,3,10+5
49,resign,white,1336,1099,Queen's Pawn Game: Zukertort Variation,3,12+8
27,mate,white,1336,1190,Modern Defense,2,15+15
38,resign,black,1336,1259,Queen's Pawn Game: Chigorin Variation,4,10+5
10,resign,black,944,1336,Mieses Opening,1,5+8
59,resign,white,1336,944,Queen's Pawn Game: Zukertort Variation,3,5+8
54,resign,white,1336,1217,Queen's Pawn Game: Chigorin Variation,4,10+5
51,resign,white,1336,1273,Rat Defense: English Rat,4,10+5
47,mate,white,1202,1336,Scandinavian Defense: Mieses-Kotroc Variation,4,10+5
50,resign,white,1500,1354,English Opening: King's English Variation ,4,8+9
10,resign,black,1354,1680,Queen's Pawn Game,2,10+5
97,resign,white,1404,1354,King's Pawn Game: Beyer Gambit,4,10+4
70,mate,black,1354,1181,Russian Game: Three Knights Game,5,10+8
41,mate,white,1354,1289,Queen's Pawn Game: Zukertort Variation,3,10+8
38,mate,black,1140,1637,Zukertort Opening: Sicilian Invitation,2,30+5
32,outoftime,black,1140,1498,Zukertort Opening: Pirc Invitation,2,5+8
24,outoftime,black,1464,1106,Nimzowitsch Defense,2,15+10
12,resign,black,1084,1099,Hungarian Opening,1,15+12
32,resign,white,1362,1094,Sicilian Defense: Old Sicilian,4,10+10
6,outoftime,black,1101,1478,Ware Opening,1,15+0
25,resign,white,1070,1265,Saragossa Opening,1,10+0
29,mate,white,1257,1091,Elephant Gambit,4,10+0
15,resign,black,1116,1247,Caro-Kann Defense,2,10+0
3,resign,white,1236,1150,King's Pawn,1,10+0
29,resign,white,1535,1160,Zukertort Opening: Tennison Gambit,3,9+0
12,mate,black,1185,1390,Kadas Opening,1,10+8
9,resign,white,1099,1290,Van't Kruijs Opening,1,10+8
6,mate,black,1139,1283,Grob Opening,1,10+8
14,resign,black,1171,1554,Grob Opening,1,14+0
16,mate,black,1199,1503,Hungarian Opening,1,9+0
13,resign,white,1498,1238,Zukertort Opening: Tennison Gambit,3,9+0
12,resign,black,1304,1493,Bird Opening: From's Gambit,2,9+0
13,resign,white,1460,1500,Nimzowitsch Defense: Williams Variation,4,9+0
13,resign,white,1041,1500,Goldsmith Defense,2,5+5
3,resign,black,1148,1614,Sicilian Defense,3,25+0
25,resign,black,1149,1796,Pirc Defense #2,5,15+5
28,resign,white,1669,1149,Latvian Gambit Accepted,5,25+17
55,mate,white,1149,1669,Polish Opening: Baltic Defense,4,25+17
11,resign,white,1669,1149,Latvian Gambit,4,25+17
43,resign,black,1149,1669,Polish Opening,1,25+17
46,mate,black,1149,1672,Blackmar-Diemer Gambit: Zeller Defense,6,25+17
18,resign,white,1672,1149,Latvian Gambit,4,25+17
28,resign,black,1149,1672,Polish Opening,1,25+17
5,resign,white,1672,1149,French Defense: La Bourdonnais Variation,3,25+17
14,resign,white,1672,1149,Four Knights Game: Spanish Variation,7,25+17
17,resign,black,1149,1672,Blackmar-Diemer Gambit: Zeller Defense,6,25+17
45,resign,white,1672,1149,Latvian Gambit,4,25+17
62,resign,black,1149,1672,Slav Defense,4,25+17
25,resign,black,1151,1578,Blackmar-Diemer Gambit: Ryder Gambit,9,30+5
47,resign,white,1125,1643,French Defense: Classical Variation ,7,30+5
102,outoftime,black,1830,1500,Vienna Game: Max Lange Defense,4,5+6
22,resign,black,1331,1661,English Opening: The Whale,3,180+180
92,resign,black,1337,1623,Portuguese Opening,3,180+180
44,mate,black,1500,1545,Crab Opening,3,180+180
102,mate,black,1500,1430,English Opening: King's English Variation,2,180+180
69,resign,white,2235,1500,Queen's Gambit Declined: Ragozin Defense ,9,8+0
54,resign,black,2022,2226,Modern Defense,2,8+0
32,resign,white,2216,2029,Scotch Game: Classical Variation,8,8+0
31,resign,white,2210,1912,Sicilian Defense: French Variation,4,8+0
47,resign,white,2202,1965,French Defense: Normal Variation,3,8+0
14,mate,black,1183,1431,Caro-Kann Defense: Accelerated Panov Attack #2,4,5+5
51,mate,white,1503,1500,Queen's Pawn,1,30+0
44,resign,black,1892,2344,Rat Defense: Small Center Defense,4,15+0
61,resign,white,1028,1500,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,7+10
56,outoftime,black,1603,2241,Four Knights Game: Scotch Variation,7,10+0
53,outoftime,white,2238,1742,English Opening: Agincourt Defense ,6,10+0
96,resign,black,1613,2237,English Opening: King's English Variation,2,10+0
